seed,initialization,method,epoch,mask,repeat,teacher_accuracy,teacher_full_accuracy,kl,full_correct_to_wrong,background_ratio,foreground_missing,swaps
2,scratch,random_rescue_to_low_70,0,low_score_rescue_10,0,0.905,0.965,0.26826248,0.07,0.8264795918367347,0.5194992970738067,10.0
2,scratch,random_rescue_to_low_70,0,random_matched,0,0.895,0.965,0.2568129,0.08,0.8270408163265307,0.5196950702616964,7.095
2,scratch,random_rescue_to_low_70,50,student,0,0.91,0.965,0.20431627,0.06,0.8268367346938774,0.49160827076253394,0.0
2,scratch,random_rescue_to_low_70,50,random,0,0.94,0.965,0.09405363,0.035,0.8246938775510205,0.48994748795493875,0.0
2,scratch,random_rescue_to_low_70,50,random_rescue_10,0,0.925,0.965,0.15600461,0.045,0.8262755102040816,0.49760502378478466,10.0
2,scratch,random_rescue_to_low_70,50,foreground_rescue_10,0,0.955,0.965,0.08938848,0.02,0.7539795918367347,0.172568289610412,7.14
2,scratch,random_rescue_to_low_70,50,low_score_rescue_10,0,0.91,0.965,0.16889851,0.055,0.822908163265306,0.48040769342956674,10.0
2,scratch,random_rescue_to_low_70,50,random_matched,0,0.925,0.965,0.16747427,0.045,0.8263775510204081,0.4923931521159131,7.14
2,scratch,random_rescue_to_low_70,51,student,0,0.915,0.965,0.21498293,0.055,0.8151530612244897,0.4583111042001403,0.0
2,scratch,random_rescue_to_low_70,51,random,0,0.94,0.965,0.09405363,0.035,0.8246938775510205,0.48994748795493875,0.0
2,scratch,random_rescue_to_low_70,51,random_rescue_10,0,0.925,0.965,0.17899078,0.045,0.8183673469387756,0.47507715147113516,10.0
2,scratch,random_rescue_to_low_70,51,foreground_rescue_10,0,0.94,0.965,0.09192259,0.025,0.7443877551020408,0.15070150884868208,6.935
2,scratch,random_rescue_to_low_70,51,low_score_rescue_10,0,0.905,0.965,0.1994152,0.065,0.8123469387755102,0.44292476556148147,10.0
2,scratch,random_rescue_to_low_70,51,random_matched,0,0.91,0.965,0.16895895,0.06,0.8162244897959183,0.45575138303947166,6.935
2,scratch,random_rescue_to_low_70,70,student,0,0.905,0.965,0.23653008,0.07,0.8166836734693877,0.4584835719256078,0.0
2,scratch,random_rescue_to_low_70,70,random,0,0.94,0.965,0.09405363,0.035,0.8246938775510205,0.48994748795493875,0.0
2,scratch,random_rescue_to_low_70,70,random_rescue_10,0,0.93,0.965,0.17248999,0.045,0.8204081632653061,0.4594518789295725,10.0
2,scratch,random_rescue_to_low_70,70,foreground_rescue_10,0,0.95,0.965,0.11746027,0.025,0.7470408163265307,0.15508342957259927,6.825
2,scratch,random_rescue_to_low_70,70,low_score_rescue_10,0,0.905,0.965,0.21033412,0.07,0.8138265306122449,0.4425565161123685,10.0
